"cellType"	"gene"	"log1p_FC"	"pct.ipf"	"pct.copd"	"wilcox.p"	"wilcox.fdr"	"wilcox.bonferroni"
"144"	"ncMonocyte"	"PLEKHA7"	-0.358131051781375	0.96875	1	0.0207374367156808	0.0264904030303536	1
"145"	"ncMonocyte"	"MAP2K1"	-0.28403874779596	0.96875	1	0.00846234444288072	0.0139628683307532	1
"146"	"ncMonocyte"	"CD52"	0.570740934513882	1	1	0.00846234444288072	0.0139628683307532	1
"147"	"ncMonocyte"	"GABARAP"	0.36277632283321	1	1	0.00535913620305845	0.0102029708481305	1
"148"	"ncMonocyte"	"FOS"	0.334132627685925	1	1	0.0320258382354056	0.0370825495357327	1
"149"	"ncMonocyte"	"MALT1"	-0.259678496552215	0.9375	0.944444444444444	0.00511763927307168	0.0101329257606819	1
"150"	"ncMonocyte"	"RPL15"	0.304006629994213	0.96875	1	0.0244918114987137	0.0301203644518342	1
"151"	"ncMonocyte"	"RPL10P16"	-0.29847288163532	1	1	0.0130336013918847	0.0191159487080975	1
"152"	"ncMonocyte"	"CAMK1D"	-0.285879356297796	0.96875	1	0.0122719435202008	0.0182695099022538	1
"153"	"ncMonocyte"	"RPL14"	0.29091587119244	0.96875	1	0.015568709349262	0.0217084820503795	1
"154"	"ncMonocyte"	"S100A4"	0.284147187677403	0.96875	1	0.0288069156902279	0.0341543072255396	1
"155"	"ncMonocyte"	"SIPA1L1"	-0.268268447996435	1	1	0.0207374367156808	0.0264904030303536	1
"156"	"ncMonocyte"	"FAM49A"	-0.320385447932835	0.96875	1	0.00612225585931477	0.0107274925676489	1
"157"	"ncMonocyte"	"RPL12"	0.254598182535806	1	1	0.0174851498851117	0.0239708600592601	1
"158"	"ncMonocyte"	"HLA-DRB5"	0.488207945359421	0.96875	0.944444444444444	0.00763142668259902	0.0130260558892638	1
"159"	"ncMonocyte"	"HLA-DRA"	0.323330671578739	1	1	0.00572951405323097	0.0103131252958157	1
