source_corpus	paper_id	paper_key	n_profiles	n_genes	n_distinct_marker_signatures	n_duplicate_profile_signatures	all_profiles_locally_identifiable	information_lower_bound_log2	greedy_local_panel_size	greedy_local_panel_genes	n_pairs	mean_jaccard	median_jaccard	q25_jaccard	q75_jaccard	pct_jaccard_eq_0	pct_jaccard_ge_0_10	pct_jaccard_ge_0_25	pct_jaccard_eq_1	mean_shared_genes
hca	0403_10.1038_s41467-019-11036-9_eff650140f	hca:0403_10.1038_s41467-019-11036-9_eff650140f	12	60	11	2	False	4	10	CD59; C1R; TSPAN6; VCAN; ANGPT2; NKG7; ACTA2; WFDC1; KRT18; CD68	66	0.022977022977022976	0.0	0.0	0.0	0.9545454545454546	0.045454545454545456	0.030303030303030304	0.015151515151515152	0.13636363636363635
hca	0405_10.1016_j.ccell.2021.03.007_50f32173d6	hca:0405_10.1016_j.ccell.2021.03.007_50f32173d6	12	44	11	2	False	4	10	LAG3; FOXP3; TCF7; SIGLEC1; TREM2; GZMH; FLT1; NKG7; CD69; STMN1	66	0.0202020202020202	0.0	0.0	0.0	0.9696969696969697	0.030303030303030304	0.030303030303030304	0.015151515151515152	0.12121212121212122
hca	0491_10.1016_j.celrep.2018.09.006_befb59b9fa	hca:0491_10.1016_j.celrep.2018.09.006_befb59b9fa	12	50	11	2	False	4	10	DKK3; KRT17; KRT5; SLC25A5; CD44; DSP; MGST1; DCN; TYRP1; CCL2	66	0.028427128427128426	0.0	0.0	0.0	0.9393939393939394	0.06060606060606061	0.045454545454545456	0.015151515151515152	0.15151515151515152
hca	0486_10.1016_j.xfss.2022.09.001_c256ed6917	hca:0486_10.1016_j.xfss.2022.09.001_c256ed6917	12	36	11	2	False	4	7	VCAN; KRT17; CLSPN; IGFBP5; ASPM; CCNB1; AURKA	66	0.05835738335738335	0.0	0.0	0.0	0.7878787878787878	0.21212121212121213	0.09090909090909091	0.015151515151515152	0.3484848484848485
biorxiv	03092aac-75a4-1014-b9cc-d44d468fbd97	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	11	31	11	0	True	4	10	APOE; HAVCR2; DCN; ITGAE; COL1A1; BCL6; JCHAIN; LAG3; TREM2; STARD13	55	0.01090909090909091	0.0	0.0	0.0	0.9636363636363636	0.03636363636363636	0.01818181818181818	0.0	0.05454545454545454
hca	0293_10.1172_jci.insight.150861_5764a5bfad	hca:0293_10.1172_jci.insight.150861_5764a5bfad	11	64	11	0	True	4	10	SELE; FLT4; NOTCH3; SLCO1A2; CD79A; VWF; GZMK; IL1R2; F13A1; CX3CR1	55	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0375_10.1016_j.jaci.2021.07.025_bdc966c89b	hca:0375_10.1016_j.jaci.2021.07.025_bdc966c89b	11	39	11	0	True	4	10	KIT; CD74; IL17RB; TBX21; PTPRC; CD79A; AHR; RAMP2; ZBTB16; COL6A1	55	0.0030303030303030303	0.0	0.0	0.0	0.9818181818181818	0.01818181818181818	0.0	0.0	0.01818181818181818
hca	0418_10.1038_s42003-020-0922-4_8904851286	hca:0418_10.1038_s42003-020-0922-4_8904851286	11	44	11	0	True	4	10	CLDN5; DCN; TP63; DCT; LYZ; PTGDS; ACTA2; CD3D; SELE; KRT1	55	0.0030303030303030303	0.0	0.0	0.0	0.9818181818181818	0.01818181818181818	0.0	0.0	0.01818181818181818
hca	0077_10.1038_s41587-020-0602-4_e82c5c2835	hca:0077_10.1038_s41587-020-0602-4_e82c5c2835	11	47	11	0	True	4	9	CCL2; KLRD1; CXCL3; CD79A; AGR2; IFT43; IFIT3; GZMB; FOXJ1	55	0.012402345129617857	0.0	0.0	0.0	0.9090909090909091	0.05454545454545454	0.0	0.0	0.12727272727272726
hca	0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	11	43	11	0	True	4	9	ACTA2; MYH11; CD22; IBSP; SFRP4; ENG; COL1A1; GZMA; CD14	55	0.0077272727272727285	0.0	0.0	0.0	0.9454545454545454	0.05454545454545454	0.0	0.0	0.05454545454545454
hca	0195_10.1038_nbt.4038_23df984b1c	hca:0195_10.1038_nbt.4038_23df984b1c	11	41	11	0	True	4	9	GAD1; VIP; VCAN; LRP6; SLC1A3; TLE4; EYA4; PLP1; GRIN2A	55	0.005454545454545455	0.0	0.0	0.0	0.9454545454545454	0.05454545454545454	0.0	0.0	0.05454545454545454
hca	0426_10.1038_s41467-019-12464-3_0f8440336d	hca:0426_10.1038_s41467-019-12464-3_0f8440336d	11	41	11	0	True	4	9	FOXP3; IL2; IFNG; GZMK; TCF7; TNF; JAK2; GZMB; IL2RA	55	0.022496392496392497	0.0	0.0	0.0	0.8909090909090909	0.09090909090909091	0.03636363636363636	0.0	0.16363636363636364
hca	0506_10.1038_s41591-022-01680-y_160aaf8b86	hca:0506_10.1038_s41591-022-01680-y_160aaf8b86	11	55	11	0	True	4	9	CD38; BATF; HLA-DRA; TNFRSF17; GZMB; FCER2; CD2; ICA1; DUSP4	55	0.009639905548996458	0.0	0.0	0.0	0.9090909090909091	0.05454545454545454	0.0	0.0	0.12727272727272726
biorxiv	35208be1-70ce-1014-9f75-f7d24dac9096	biorxiv:35208be1-70ce-1014-9f75-f7d24dac9096	11	37	11	0	True	4	7	TFRC; MEIS1; CD44; MEF2C; E2F1; MECOM; GATA2	55	0.0494234805598442	0.0	0.0	0.06458333333333333	0.7272727272727273	0.18181818181818182	0.05454545454545454	0.0	0.41818181818181815
biorxiv	5a3c7d4e-70da-1014-80b6-cd48bfa975fe	biorxiv:5a3c7d4e-70da-1014-80b6-cd48bfa975fe	10	34	10	0	True	4	9	CXCR3; DCN; VCAN; FOXP3; LYZ; LAG3; LILRB1; TOP2A; IRF8	45	0.02023809523809524	0.0	0.0	0.0	0.9333333333333333	0.06666666666666667	0.044444444444444446	0.0	0.15555555555555556
biorxiv	f3be1d12-72db-1014-a9a0-ac8d78e3151e	biorxiv:f3be1d12-72db-1014-a9a0-ac8d78e3151e	10	48	10	0	True	4	9	ETV7; CD74; VCAN; MSR1; LAMP3; HSP90AA1; LYZ; GZMB; GFAP	45	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0017_10.1038_s41467-019-10291-0_971d922fd8	hca:0017_10.1038_s41467-019-10291-0_971d922fd8	10	39	10	0	True	4	9	LYZ; DNTT; ITGA2B; RGS1; KLF1; ADGRG6; MPO; CD79A; CCR2	45	0.006913580246913581	0.0	0.0	0.0	0.9555555555555556	0.044444444444444446	0.0	0.0	0.044444444444444446
hca	0045_10.15252_embj.2018100811_a99bb4a451	hca:0045_10.15252_embj.2018100811_a99bb4a451	10	56	10	0	True	4	9	VIM; THRB; LY75; CHAT; GNAT1; TTR; LIMA1; GFAP; HLA-DPA1	45	0.010912698412698412	0.0	0.0	0.0	0.9555555555555556	0.022222222222222223	0.022222222222222223	0.0	0.08888888888888889
hca	0048_10.1038_s41588-022-01243-4_ae2af85553	hca:0048_10.1038_s41588-022-01243-4_ae2af85553	10	38	10	0	True	4	9	NGFR; FGFR2; ABCC9; TP63; COL9A3; CD40; CCL20; PRX; RARRES1	45	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0076_10.1016_j.cell.2021.01.053_e0734afb82	hca:0076_10.1016_j.cell.2021.01.053_e0734afb82	10	48	10	0	True	4	9	TYROBP; CD79B; PRDM1; CXCL2; COCH; CD40LG; TNFSF13B; IL2RB; CCL8	45	0.0037037037037037034	0.0	0.0	0.0	0.9777777777777777	0.022222222222222223	0.0	0.0	0.022222222222222223
hca	0139_10.1038_s41590-020-0602-z_71058e050d	hca:0139_10.1038_s41590-020-0602-z_71058e050d	10	42	10	0	True	4	9	CCR6; CXCR5; CD38; IKZF2; FOXP3; CD40; TNFRSF1B; TCL1A; ITGA4	45	0.00617283950617284	0.0	0.0	0.0	0.9555555555555556	0.044444444444444446	0.0	0.0	0.044444444444444446
hca	0286_10.1038_s41467-018-06318-7_d818827349	hca:0286_10.1038_s41467-018-06318-7_d818827349	10	60	10	0	True	4	9	GZMK; CD38; CD22; MARCO; CD74; FCGR2B; HAMP; CD69; STMN1	45	0.0018518518518518517	0.0	0.0	0.0	0.9777777777777777	0.0	0.0	0.0	0.022222222222222223
hca	0326_10.1016_j.cmet.2016.08.020_b710322bb3	hca:0326_10.1016_j.cmet.2016.08.020_b710322bb3	10	85	10	0	True	4	9	ARX; GLP1R; CD74; OPRK1; ANGPT2; TPSD1; ETV1; CASR; TIMP1	45	0.002355612317298141	0.0	0.0	0.0	0.9555555555555556	0.0	0.0	0.0	0.06666666666666667
hca	0394_10.1038_s41591-021-01329-2_7dcc6ae73c	hca:0394_10.1038_s41591-021-01329-2_7dcc6ae73c	10	35	10	0	True	4	9	FCGR3A; CD79B; IKZF2; FCGR2B; TBX21; GATA3; CCL7; IL17A; NCAM1	45	0.0037037037037037034	0.0	0.0	0.0	0.9777777777777777	0.022222222222222223	0.0	0.0	0.022222222222222223
biorxiv	ab05f819-6c04-1014-81aa-9646e853264a	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a	10	29	10	0	True	4	8	SPI1; CD4; EBF1; CSF1R; CD38; TBX21; GATA1; CD86	45	0.03685185185185185	0.0	0.0	0.0	0.8666666666666667	0.13333333333333333	0.06666666666666667	0.0	0.2222222222222222
hca	0190_10.1038_s41467-019-14118-w_eee71dc5ea	hca:0190_10.1038_s41467-019-14118-w_eee71dc5ea	10	42	10	0	True	4	8	CD74; NKG7; PRF1; CD9; CD38; BATF3; CD37; CLEC10A	45	0.032275132275132276	0.0	0.0	0.0	0.8888888888888888	0.1111111111111111	0.08888888888888889	0.0	0.2
hca	0207_10.1016_j.immuni.2020.11.017_b182001861	hca:0207_10.1016_j.immuni.2020.11.017_b182001861	10	34	10	0	True	4	8	CD38; ITGA2B; MPO; CD4; ITGA4; S100A8; IFI27; PLD4	45	0.007744107744107744	0.0	0.0	0.0	0.9333333333333333	0.022222222222222223	0.0	0.0	0.06666666666666667
hca	0353_10.1016_j.neuron.2017.02.014_ebc3a9c467	hca:0353_10.1016_j.neuron.2017.02.014_ebc3a9c467	10	33	10	0	True	4	8	GAD1; HOPX; VIM; DLX6; PAX6; DLL3; STMN2; ANXA1	45	0.029708994708994706	0.0	0.0	0.0	0.8222222222222222	0.17777777777777778	0.022222222222222223	0.0	0.2
hca	0441_10.1038_s41593-020-0621-y_a3edefca60	hca:0441_10.1038_s41593-020-0621-y_a3edefca60	10	41	10	0	True	4	8	TLE4; KAZN; VIM; SLC17A6; SOX10; VGAT; STMN2; HTR2C	45	0.02827160493827161	0.0	0.0	0.0	0.9111111111111111	0.08888888888888889	0.022222222222222223	0.0	0.17777777777777778
hca	0210_10.1016_j.stem.2020.11.008_213dabcee4	hca:0210_10.1016_j.stem.2020.11.008_213dabcee4	10	31	9	2	False	4	7	NRG1; DLL1; ARX; DCN; TRPM5; ACTA2; RBP2	45	0.029100529100529102	0.0	0.0	0.0	0.9333333333333333	0.06666666666666667	0.022222222222222223	0.022222222222222223	0.1111111111111111
hca	0281_10.1016_j.devcel.2019.06.001_238d93bfef	hca:0281_10.1016_j.devcel.2019.06.001_238d93bfef	10	55	10	0	True	4	7	MAFB; OLFM3; EHD3; MECOM; GATA3; NPHS2; COL1A1	45	0.029895807895807897	0.0	0.0	0.0	0.8	0.1111111111111111	0.044444444444444446	0.0	0.35555555555555557
hca	0432_10.1172_jci.insight.156341_02dc39adcf	hca:0432_10.1172_jci.insight.156341_02dc39adcf	10	29	10	0	True	4	6	ICOS; CCL5; TYROBP; CXCL13; GZMB; FOXP3	45	0.06447971781305113	0.0	0.0	0.0	0.7555555555555555	0.24444444444444444	0.1111111111111111	0.0	0.4222222222222222
hca	0021_10.1038_s41586-023-06806-x_7900919dd3	hca:0021_10.1038_s41586-023-06806-x_7900919dd3	9	29	9	0	True	4	8	MSX1; TNMD; TFAP2B; RUNX3; HOXA13; FGF8; LHX2; ID2	36	0.0462962962962963	0.0	0.0	0.0	0.8333333333333334	0.16666666666666666	0.08333333333333333	0.0	0.25
hca	0095_10.1101_2021.09.16.460628_23a839e09f	hca:0095_10.1101_2021.09.16.460628_23a839e09f	9	27	9	0	True	4	8	ACTA2; DCN; RUNX3; CD44; RPL31; VWF; PDGFRB; CD68	36	0.005555555555555556	0.0	0.0	0.0	0.9722222222222222	0.027777777777777776	0.0	0.0	0.027777777777777776
hca	0164_10.1177_00220345221147908_13bf485ac8	hca:0164_10.1177_00220345221147908_13bf485ac8	9	39	9	0	True	4	8	TP63; MUC5B; CFTR; CD79A; SLC5A5; CD44; ACTA2; CD68	36	0.00925925925925926	0.0	0.0	0.0	0.9444444444444444	0.05555555555555555	0.0	0.0	0.08333333333333333
hca	0274_10.1016_j.isci.2021.103592_3ec037cca1	hca:0274_10.1016_j.isci.2021.103592_3ec037cca1	9	26	9	0	True	4	8	ACTA2; PECAM1; DCN; NOTCH3; BPIFB2; LYZ; MYL9; PROX1	36	0.011111111111111112	0.0	0.0	0.0	0.9444444444444444	0.05555555555555555	0.0	0.0	0.05555555555555555
hca	0365_10.3389_fendo.2022.874915_81de77d539	hca:0365_10.3389_fendo.2022.874915_81de77d539	9	28	9	0	True	4	8	SEMA3G; DCN; VWF; CD79A; TIE1; ACTA2; PDGFRA; SERPINE2	36	0.03819444444444445	0.0	0.0	0.0	0.9166666666666666	0.08333333333333333	0.08333333333333333	0.0	0.2222222222222222
hca	0367_10.1073_pnas.2103240118_fda266512b	hca:0367_10.1073_pnas.2103240118_fda266512b	9	38	9	0	True	4	8	VIM; FOXI1; ITGA8; CA9; VWF; CFH; SLC4A1; IL23A	36	0.014814814814814815	0.0	0.0	0.0	0.9444444444444444	0.05555555555555555	0.027777777777777776	0.0	0.1111111111111111
hca	0378_10.1101_2022.06.17.496207_92cb140ff3	hca:0378_10.1101_2022.06.17.496207_92cb140ff3	9	32	9	0	True	4	8	GZMH; TNFRSF17; NFKB2; MS4A4A; CCL20; IFIT3; GZMK; KRT17	36	0.022222222222222223	0.0	0.0	0.0	0.9722222222222222	0.027777777777777776	0.027777777777777776	0.0	0.1111111111111111
