
Full Name,Synonyms,Marker Gene Evidence,Organisms,Tissues
2627 PVT-PT Ntrk1 Glut_4,unknown,"Mc3r, Shox2, Snx31, Stk32a",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2628 PVT-PT Ntrk1 Glut_4,unknown,"Tmem215, Satb2, Kcnj5, Snx31",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2629 PVT-PT Ntrk1 Glut_4,unknown,"Shox2, Slc17a8, Snx31, Chrdl1",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
263 CS-RPO Meis2 Gaba,unknown,"Calb2, Crnde, Bhlhe22, G630016G05Rik, Otp",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
2630 PVT-PT Ntrk1 Glut_5,unknown,"Slc30a3, Igkc, Asb4",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2631 PVT-PT Ntrk1 Glut_5,unknown,"Ntng1, Igkc, Gda, Onecut2",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2632 PVT-PT Ntrk1 Glut_6,unknown,"Rbp7, B930025P03Rik",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2633 CM-IAD-CL-PCN Sema5b Glut_1,unknown,"Lrrtm4, Igkc, Gm28822, Alpk2",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2634 CM-IAD-CL-PCN Sema5b Glut_1,unknown,"Igkc, Pth2r, Ltbp1",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2635 CM-IAD-CL-PCN Sema5b Glut_1,unknown,"Shox2, Gm28822, 1700017N19Rik, Adamts19",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2636 CM-IAD-CL-PCN Sema5b Glut_1,unknown,"Clic5, Ntng1, Scn4b, Trpm6",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2637 CM-IAD-CL-PCN Sema5b Glut_2,unknown,"Ntng1, Igkc, Klhl14, Vwa5b1",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2638 CM-IAD-CL-PCN Sema5b Glut_2,unknown,"Csrnp1, Igkc, Snx31",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2639 CM-IAD-CL-PCN Sema5b Glut_2,unknown,"Ntng1, Wif1, Col12a1, Gm19303",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
264 PRNc Otp Gly-Gaba,unknown,"Slc6a5, Lhx1os, Otp",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
2640 CM-IAD-CL-PCN Sema5b Glut_3,unknown,"Chst9, Plcg2, Snx31",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2641 CM-IAD-CL-PCN Sema5b Glut_3,unknown,"Prokr2, Gm6213, Piezo2, Kcnj5",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2642 CM-IAD-CL-PCN Sema5b Glut_3,unknown,"Dgkk, Slc17a8, Snx31, Gm19303",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2643 CM-IAD-CL-PCN Sema5b Glut_4,unknown,"Adgrg6, Prrxl1, Tmem26, Lmod2",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2644 CM-IAD-CL-PCN Sema5b Glut_4,unknown,"Trpc6, C1ql3, Pou6f2, Trpm6",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2645 CM-IAD-CL-PCN Sema5b Glut_4,unknown,"Prokr2, Frmpd3, Prrxl1, Gm19303",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2646 CM-IAD-CL-PCN Sema5b Glut_5,unknown,"Igkc, Col12a1, Col25a1, Npsr1",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2647 CM-IAD-CL-PCN Sema5b Glut_5,unknown,"Serpinb7, St14, Igkc",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2648 TH Prkcd Grin2c Glut_1,unknown,"Adgrf5, Tnnt1, Mkx, Ppp1r3a",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2649 TH Prkcd Grin2c Glut_1,unknown,"Flt1, Ntng1, Eps8l2, Ttn",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
265 PB Sst Gly-Gaba,unknown,"Col23a1, Sst, Pax2",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
2650 TH Prkcd Grin2c Glut_2,unknown,"Tnnt1, Dab1, Pik3c2g, Scn4b",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2651 TH Prkcd Grin2c Glut_3,unknown,"Tafa4, Tnnt1, Pth2r, Kcne4",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2652 TH Prkcd Grin2c Glut_3,unknown,"Tnnt1, Calb2, Scnn1a, Sema3e",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2653 TH Prkcd Grin2c Glut_4,unknown,"Abhd12b, Fndc1, Shisa6, Mctp2",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2654 TH Prkcd Grin2c Glut_4,unknown,"Adgrf5, Ebf1, Mrvi1, Kcnj5",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2655 TH Prkcd Grin2c Glut_5,unknown,"Calb2, Kcp, Mrvi1, Adamts19",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2656 TH Prkcd Grin2c Glut_5,unknown,"Gm28822, Wnt9b, Nxph1, Sp9",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2657 TH Prkcd Grin2c Glut_5,unknown,"Crybg1, Kcnc2, Mrvi1, Bace2",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2658 TH Prkcd Grin2c Glut_5,unknown,"Mrvi1, Ephb1, Pik3c2g, Fgf10",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2659 TH Prkcd Grin2c Glut_6,unknown,"Hs3st4, Adra2b, Itgb8, Tnc",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
266 PRNc Prox1 Brs3 Gly-Gaba,unknown,"Hmcn1, Brs3",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
2660 TH Prkcd Grin2c Glut_6,unknown,"Calb2, Tnc, Cnih3, Mrvi1",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2661 TH Prkcd Grin2c Glut_6,unknown,"Adgrf5, Cwh43, Kcnip3, Pcdh8",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2662 TH Prkcd Grin2c Glut_6,unknown,"Adgrf5, Rbp7, Tnc, Cnih3",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2663 TH Prkcd Grin2c Glut_6,unknown,"Abhd12b, Zfp385c, Sema3e, Stum",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2664 TH Prkcd Grin2c Glut_6,unknown,"Tnc, Gm35696, Kcnc2, Mrvi1",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2665 TH Prkcd Grin2c Glut_7,unknown,"Tnnt1, Ntng1, Defb1, Epsti1",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2666 TH Prkcd Grin2c Glut_7,unknown,"Scnn1a, Gm28822, Syt17",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2667 TH Prkcd Grin2c Glut_7,unknown,"Lef1, Rbp7, Hmcn1",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2668 TH Prkcd Grin2c Glut_8,unknown,"Adgrg6, C1ql3, Fbln1, Grid2ip",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2669 TH Prkcd Grin2c Glut_8,unknown,"Nts, Baiap3, Endou",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
267 CS-PRNr-PCG Tmem163 Otp Gaba,unknown,"Irx2, Nr2f1, Onecut2, Otp",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
2670 TH Prkcd Grin2c Glut_8,unknown,"Igkc, Pth2r, Drd3, Drd5",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2671 TH Prkcd Grin2c Glut_8,unknown,"Adgrf5, Ntng1, Drd3, Endou",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2672 TH Prkcd Grin2c Glut_8,unknown,"Cox6a2, Syt10, Gm28822, Rxfp1",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2673 TH Prkcd Grin2c Glut_8,unknown,"Ntng1, Drd3, Endou, Sox5",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2674 TH Prkcd Grin2c Glut_9,unknown,"Prrxl1, Rgs14, Kcnc2, Mrvi1",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2675 TH Prkcd Grin2c Glut_9,unknown,"Calca, Klhl14, Col25a1, Trpm6",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2676 TH Prkcd Grin2c Glut_9,unknown,"Ntng1, Gdnf, Pmaip1, Trpm6",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2677 TH Prkcd Grin2c Glut_10,unknown,"Iyd, Shox2, Kcnj5",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2678 TH Prkcd Grin2c Glut_10,unknown,"Ntng1, 6720468P15Rik, Mrvi1, Snx20",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2679 TH Prkcd Grin2c Glut_11,unknown,"Calca, Aqp1",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
268 CS-PRNr-DR En1 Sox2 Gaba,unknown,"Gad1, En1, Sox14, Sox1ot",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
2680 TH Prkcd Grin2c Glut_11,unknown,"Ramp3, Sox3, Pth1r, Mrvi1",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2681 TH Prkcd Grin2c Glut_12,unknown,"Col18a1, Col25a1, Mrvi1, Slc17a8",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2682 TH Prkcd Grin2c Glut_12,unknown,"Calb2, Gm35696, Lrrc10b, Snx31",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2683 TH Prkcd Grin2c Glut_13,unknown,"Tafa4, Ntng1, Cwh43, Ppp1r3a",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2684 TH Prkcd Grin2c Glut_13,unknown,"Spp1, Endou, Jam2",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2685 TH Prkcd Grin2c Glut_13,unknown,"Syt2, Spp1, Trpm6, Npsr1",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2686 TH Prkcd Grin2c Glut_13,unknown,"1700017N19Rik, Ppp1r3a",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2687 TH Prkcd Grin2c Glut_13,unknown,"Abhd12b, Bace2, Fgf10, Cbln2",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2688 TH Prkcd Grin2c Glut_14,unknown,"Ntng1, Casq2, Slc17a8, Snx31",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2689 TH Prkcd Grin2c Glut_14,unknown,"Abhd12b, Ntng1, Ucp2, Wnt9b",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
269 LDT Fgf7 Gaba,unknown,"Grm5, Fgf7",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
2690 RE-Xi Nox4 Glut_1,unknown,"Hmcn1, Cd247, Gpr4",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2691 RE-Xi Nox4 Glut_1,unknown,"Lypd6b, B930025P03Rik, Gpc3, Cd247",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2692 RE-Xi Nox4 Glut_1,unknown,"Cox6a2, Adgrd1, Zim1, Gm19303",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2693 RE-Xi Nox4 Glut_1,unknown,"Gbx2, Hmcn1, Lpl, Zfp804b",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2694 RE-Xi Nox4 Glut_2,unknown,"Ret, Aldh3b2, Lpl, Wnt9b",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2695 RE-Xi Nox4 Glut_2,unknown,"Glra3, Cfap221, Qrfpr, Prlr",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2696 RE-Xi Nox4 Glut_2,unknown,"Prdm8, Cfap221, Cbln1, Vwa5b1",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2697 RE-Xi Nox4 Glut_2,unknown,"Ntng1, Hs3st3a1, Prlr, Gm19303",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2698 RE-Xi Nox4 Glut_3,unknown,"Tnnt1, Prkcd, Nox4, Npnt",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2699 RE-Xi Nox4 Glut_3,unknown,"Calb2, Nox4, Mrvi1, Otx2os1",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
270 LDT-DTN Gata3 Nfix Gaba,unknown,"9530026P05Rik, Gata3, Sp9, Tenm2",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
2700 RE-Xi Nox4 Glut_3,unknown,"Tnnt1, Adgrd1, Cd247, Dlgap2",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2701 RE-Xi Nox4 Glut_3,unknown,"Slc5a7, Gbx2, Lama1, Lpl",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2702 RE-Xi Nox4 Glut_3,unknown,"Gbx2, Nox4, Vwa5b1, Otx2os1",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2703 RE-Xi Nox4 Glut_4,unknown,"Slc35d3, Cntnap3, Slc17a8, Tcf7l2",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2704 MG-POL-SGN Nts Glut_1,unknown,"Adgrf5, Crh, Scnn1a, Vwc2l",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2705 MG-POL-SGN Nts Glut_1,unknown,"Calb2, Tspear, Otof, Endou",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2706 MG-POL-SGN Nts Glut_1,unknown,"Rxfp2, Slc17a8, Gm19303",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2707 MG-POL-SGN Nts Glut_2,unknown,"Grp, 9630028I04Rik",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2708 MG-POL-SGN Nts Glut_2,unknown,"Npffr1, Slc1a3, Defb1",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2709 MG-POL-SGN Nts Glut_2,unknown,"Gbx2, Crh, Hmcn1, Slc1a3",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
271 NI-RPO Gata3 Nr4a2 Gaba,unknown,"Slc32a1, Meis2, Slc17a8, Vwa5b1",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
2710 PF Fzd5 Glut_1,unknown,"Calca, Fzd5, Ccdc192",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2711 PF Fzd5 Glut_1,unknown,"Nxph4, Fzd5, Wif1, Clec18a",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2712 PF Fzd5 Glut_1,unknown,"Hpse2, Fxyd6, Slfn9",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2713 PF Fzd5 Glut_1,unknown,"Wif1, Ccdc192, Pdyn, Gli3",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2714 PF Fzd5 Glut_1,unknown,"Cntnap3, Wif1, Ctxn3, Syndig1l",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2715 PF Fzd5 Glut_1,unknown,"Bnc2, Fut10, Epha1",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2716 PF Fzd5 Glut_1,unknown,"Wif1, Cpne5, Tnc, Ctxn3",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2717 PF Fzd5 Glut_1,unknown,"Aldh1a2, Npy2r, Ccdc192, Igf1",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2718 PF Fzd5 Glut_1,unknown,"Aldh1a2, Ppp1r17, Ecel1",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2719 PF Fzd5 Glut_1,unknown,"Fzd5, Fzd10, Cdh9, Foxp2",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
272 LDT-PCG-CS Gata3 Lhx1 Gaba,unknown,"Gad1, Lhx1os, Ebf3, Gm38505, Sox1ot",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
2720 PF Fzd5 Glut_2,unknown,"Abhd12b, Sycp2l",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2721 PF Fzd5 Glut_2,unknown,"Sycp2l, Fbln1",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2722 PF Fzd5 Glut_2,unknown,"Hpse2, Sycp2l, Kcnc4",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2723 PF Fzd5 Glut_2,unknown,"Sycp2l, Qrfprl",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2724 PF Fzd5 Glut_2,unknown,"Tes, Fzd5, Epha1, Fgf11",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
2725 PF Fzd5 Glut_2,unknown,"Megf11, Adgrd1, Gm28822, Gm38576",Mus musculus,"hippocampal formation, midbrain, striatum, pallidum, dorsal plus ventral thalamus, hypothalamus"
273 PDTg-PCG Pax6 Gaba,unknown,"Tal1, Pax6, B130024G19Rik",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
274 PDTg Otp Shroom3 Gaba,unknown,"Otp, Rxfp1",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
275 PDTg Otp Olig3 Gaba,unknown,Olig3,Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
276 LDT-PCG St18 Gaba,unknown,"Tmem163, Ebf1, Otp, St18",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
277 DTN-LDT-IPN Otp Pax3 Gaba,unknown,"Pax7, Vmn1r207-ps",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
278 NLL Gata3 Gly-Gaba,unknown,"Oprd1, Kcnh8, Gata2",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
281 POR Gata3 Gly-Gaba,unknown,Dkk1,Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
282 POR Spp1 Gly-Gaba,unknown,"Slc6a5, Cox8b",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
283 PRP Otp Gly-Gaba,unknown,"Mab21l2, Hoxd3, Otp",Mus musculus,"pons, cerebral cortex, midbrain, olfactory cortex, neocortex, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
284 GRN-IRN-MDRNd Ikzf1 Gly-Gaba,unknown,"Slc6a5, Ikzf1",Mus musculus,"pons, cerebral cortex, midbrain, olfactory cortex, neocortex, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
285 MY Lhx1 Gly-Gaba,unknown,"Lhx1, Slc6a5, Sv2b, Arpp21, G630016G05Rik, Hoxb3",Mus musculus,"pons, cerebral cortex, midbrain, olfactory cortex, neocortex, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
286 PPY-PGRNl Vip Glyc-Gaba,unknown,"Tfap2b, Vip",Mus musculus,"pons, cerebral cortex, midbrain, olfactory cortex, neocortex, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
287 MV-SPIV-PRP Dmbx1 Gly-Gaba,unknown,"Slc6a5, Dmbx1, Ebf3",Mus musculus,"pons, cerebral cortex, midbrain, olfactory cortex, neocortex, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
288 MDRN Hoxb5 Ebf2 Gly-Gaba,unknown,"Irx3, Pax2, Hoxb6",Mus musculus,"pons, cerebral cortex, midbrain, olfactory cortex, neocortex, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
289 MDRNd Prox1 Pax6 Gly-Gaba,unknown,"Slc6a5, Sp8",Mus musculus,"pons, cerebral cortex, midbrain, olfactory cortex, neocortex, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
290 MY Prox1 Lmo7 Gly-Gaba,unknown,"Cyp26b1, Skor1, Gad2, Thrsp",Mus musculus,"pons, cerebral cortex, midbrain, olfactory cortex, neocortex, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
291 NTS-MDRNd Prox1 Zic1 Gly-Gaba,unknown,"Zic5, Gpr101, Hoxa5",Mus musculus,"pons, cerebral cortex, midbrain, olfactory cortex, neocortex, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
292 MV Nkx6-1 Gly-Gaba,unknown,"Slc32a1, Serpina9, Pvalb",Mus musculus,"pons, cerebral cortex, midbrain, olfactory cortex, neocortex, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
293 PAS-MV Ebf2 Gly-Gaba,unknown,"Sema3a, Slc6a5, Bhlhe22, Zic1, Ebf2",Mus musculus,"pons, cerebral cortex, midbrain, olfactory cortex, neocortex, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
294 MV Pax6 Gly-Gaba,unknown,"Slc6a5, Pax6, Neurod2",Mus musculus,"pons, cerebral cortex, midbrain, olfactory cortex, neocortex, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
295 CBN Dmbx1 Gaba,unknown,"Ramp3, Dmbx1",Mus musculus,"pons, cerebral cortex, midbrain, olfactory cortex, neocortex, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
296 RPA Pax6 Hoxb5 Gly-Gaba,unknown,"Slc6a5, Dlk1, Sox1ot",Mus musculus,"pons, cerebral cortex, midbrain, olfactory cortex, neocortex, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
298 PRP Gata3 Slc6a5 Gly-Gaba,unknown,"Slc6a5, Ntf3",Mus musculus,"pons, cerebral cortex, midbrain, olfactory cortex, neocortex, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
299 MARN-PPY Ngfr Gly-Gaba,unknown,"Ngfr, Slc6a5",Mus musculus,"pons, cerebral cortex, midbrain, olfactory cortex, neocortex, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
300 PARN-MDRNd-NTS Gbx2 Gly-Gaba,unknown,"Arhgap6, Adra1a, Gbx2, Zic4, Pax2",Mus musculus,"pons, cerebral cortex, midbrain, olfactory cortex, neocortex, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
301 MV Nr4a2 Gly-Gaba,unknown,"Gbx2, Slc18a2",Mus musculus,"pons, cerebral cortex, midbrain, olfactory cortex, neocortex, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
